search_id,user_id,search_query,recommended_content,clicked_content,recommendation_score,search_timestamp
SRCH00006243,USER000779,Marvel,CONT000802,CONT000846,0.47,2025-02-08 19:18:41
SRCH00006244,USER001557,Action Movies,CONT000474,CONT000474,0.99,2023-10-11 10:42:19
SRCH00006245,USER000793,Comedy,CONT000565,CONT000565,0.62,2025-01-28 17:49:26
SRCH00006246,USER000967,KDrama,CONT000667,CONT000933,0.09,2025-10-08 20:26:44
SRCH00006247,USER000928,Anime,CONT000517,CONT000006,0.53,2026-06-28 13:22:27
SRCH00006248,USER001907,Marvel,CONT000772,CONT000750,0.56,2025-09-25 03:05:22
SRCH00006249,USER002802,Kids,CONT000456,CONT000456,0.95,2025-08-04 05:28:37
SRCH00006250,USER002409,IPL,CONT000309,CONT000897,0.11,2023-08-04 15:50:57
SRCH00006251,USER001052,Comedy,CONT000506,CONT000263,0.01,2026-03-12 03:08:13
SRCH00006252,USER002181,Kids,CONT000536,CONT000536,0.82,2023-10-14 15:48:26
SRCH00006253,USER000981,Anime,CONT000963,CONT000963,0.80,2025-09-09 04:04:45
SRCH00006254,USER001130,Action Movies,CONT000312,CONT000312,0.99,2025-04-04 01:33:51
SRCH00006255,USER000619,Anime,CONT000293,CONT000120,0.50,2023-10-27 08:04:40
SRCH00006256,USER002941,Documentary,CONT000359,CONT000291,0.48,2026-01-24 02:54:23
SRCH00006257,USER002937,Anime,CONT000153,CONT000363,0.33,2024-11-21 13:41:31
SRCH00006258,USER001955,Sci-Fi,CONT000892,CONT000830,0.64,2023-08-25 11:13:12
SRCH00006259,USER002386,Action Movies,CONT000210,CONT000018,0.04,2025-07-19 16:04:46
SRCH00006260,USER000092,Comedy,CONT000501,CONT000746,0.34,2025-08-05 01:12:42
SRCH00006261,USER000322,Marvel,CONT000590,CONT000590,0.73,2025-06-20 09:13:40
SRCH00006262,USER001701,Comedy,CONT000166,CONT000542,0.66,2024-02-08 05:54:55
SRCH00006263,USER000521,Anime,CONT000037,CONT000055,0.56,2025-11-29 17:34:08
SRCH00006264,USER000767,Marvel,CONT000493,CONT000493,0.94,2024-05-15 01:09:01
SRCH00006265,USER002241,IPL,CONT000731,CONT000834,0.11,2025-06-21 15:09:44
SRCH00006266,USER002390,IPL,CONT000131,CONT000131,0.89,2025-10-27 09:10:39
SRCH00006267,USER000726,Action Movies,CONT000647,CONT000436,0.69,2025-11-05 21:55:13
SRCH00006268,USER002139,Action Movies,CONT000862,CONT000982,0.70,2024-03-09 13:13:33
SRCH00006269,USER002680,Documentary,CONT000446,CONT000446,0.82,2024-05-11 04:26:13
SRCH00006270,USER002024,Comedy,CONT000086,CONT000086,0.47,2025-07-22 23:19:09
SRCH00006271,USER001522,IPL,CONT000469,CONT000695,0.22,2024-04-24 11:51:53
SRCH00006272,USER000121,KDrama,CONT000763,CONT000783,0.26,2026-03-28 07:04:18
SRCH00006273,USER001560,KDrama,CONT000554,CONT000291,0.08,2026-03-11 16:54:08
SRCH00006274,USER002813,Comedy,CONT000990,CONT000328,0.36,2024-04-01 05:46:40
SRCH00006275,USER002800,Marvel,CONT000509,CONT000875,0.11,2023-09-03 14:54:11
SRCH00006276,USER001763,Drama,CONT000788,CONT000507,0.02,2025-11-02 05:44:44
SRCH00006277,USER000659,Kids,CONT000515,CONT000515,0.86,2026-06-23 02:50:23
SRCH00006278,USER000902,Marvel,CONT000672,CONT000376,0.08,2023-08-04 10:22:34
SRCH00006279,USER002782,Comedy,CONT000006,CONT000636,0.13,2023-03-04 10:24:55
SRCH00006280,USER000760,Documentary,CONT000401,CONT000755,0.54,2026-06-17 01:05:44
SRCH00006281,USER001101,Documentary,CONT000032,CONT000032,0.88,2025-07-14 03:21:15
SRCH00006282,USER001365,Comedy,CONT000168,CONT000973,0.57,2025-01-01 12:29:09
SRCH00006283,USER001006,IPL,CONT000471,CONT000471,0.91,2023-05-08 14:22:55
SRCH00006284,USER000944,KDrama,CONT000473,CONT000363,0.31,2024-01-11 01:26:34
SRCH00006285,USER001173,IPL,CONT000170,CONT000920,0.38,2024-05-04 22:52:27
SRCH00006286,USER002773,IPL,CONT000545,CONT000297,0.46,2023-10-02 12:31:30
SRCH00006287,USER002114,Kids,CONT000768,CONT000834,0.07,2026-05-28 03:20:15
SRCH00006288,USER000828,Documentary,CONT000466,CONT000133,0.32,2024-10-14 02:57:29
SRCH00006289,USER001447,Anime,CONT000319,CONT000774,0.78,2025-01-13 16:11:27
SRCH00006290,USER000048,Kids,CONT000779,CONT000779,0.29,2024-01-04 01:08:14
SRCH00006291,USER002165,Action Movies,CONT000063,CONT000519,0.79,2025-11-05 17:51:22
SRCH00006292,USER001869,Documentary,CONT000032,CONT000032,0.89,2023-03-11 15:28:49
SRCH00006293,USER002147,Action Movies,CONT000031,CONT000644,0.25,2026-03-27 17:03:05
SRCH00006294,USER001337,KDrama,CONT000803,CONT000471,0.03,2024-07-13 00:36:31
SRCH00006295,USER002571,Kids,CONT000584,CONT000085,0.16,2025-07-02 17:04:23
SRCH00006296,USER001300,Anime,CONT000233,CONT000233,0.61,2024-07-22 20:06:59
SRCH00006297,USER001426,KDrama,CONT000413,CONT000925,0.18,2026-05-24 17:28:28
SRCH00006298,USER000609,Marvel,CONT000060,CONT000060,0.82,2023-03-31 22:27:31
SRCH00006299,USER000594,Kids,CONT000550,CONT000550,0.90,2023-01-12 06:10:34
SRCH00006300,USER000841,Marvel,CONT000613,CONT000345,0.49,2026-03-17 18:29:00
SRCH00006301,USER002072,Documentary,CONT000818,CONT000818,0.86,2024-06-26 09:51:28
SRCH00006302,USER001177,KDrama,CONT000385,CONT000752,0.58,2024-11-26 00:35:30
SRCH00006303,USER000382,Documentary,CONT000866,CONT000866,0.83,2024-04-24 09:14:20
SRCH00006304,USER000051,KDrama,CONT000369,CONT000369,0.03,2024-03-07 04:24:28
SRCH00006305,USER000863,Action Movies,CONT000553,CONT000553,0.20,2024-01-03 13:16:18
SRCH00006306,USER000522,Drama,CONT000874,CONT000815,0.20,2025-06-22 11:51:01
SRCH00006307,USER001849,Marvel,CONT000557,CONT000557,0.78,2025-11-08 01:13:50
SRCH00006308,USER000039,KDrama,CONT000567,CONT000291,0.02,2025-10-30 03:52:37
SRCH00006309,USER002582,Drama,CONT000101,CONT000675,0.98,2025-08-01 08:56:31
SRCH00006310,USER000848,KDrama,CONT000934,CONT000934,0.88,2024-08-08 18:58:56
SRCH00006311,USER002762,Kids,CONT000511,CONT000329,0.25,2023-06-22 09:54:00
SRCH00006312,USER002060,IPL,CONT000172,CONT000172,0.48,2024-07-02 11:02:58
SRCH00006313,USER000397,Marvel,CONT000712,CONT000862,0.07,2025-09-20 11:00:12
SRCH00006314,USER002505,Action Movies,CONT000659,CONT000659,0.49,2025-01-28 05:30:24
SRCH00006315,USER002115,IPL,CONT000466,CONT000667,0.64,2023-03-15 12:36:12
SRCH00006316,USER001167,Anime,CONT000095,CONT000933,0.41,2024-10-26 05:29:19
SRCH00006317,USER002619,Action Movies,CONT000972,CONT000094,0.10,2024-09-03 10:54:45
SRCH00006318,USER002065,Comedy,CONT000734,CONT000792,0.54,2024-07-08 15:44:03
SRCH00006319,USER002384,Drama,CONT000170,CONT000170,0.01,2023-10-22 20:12:30
SRCH00006320,USER000320,Anime,CONT000801,CONT000592,0.37,2023-06-22 02:07:31
SRCH00006321,USER000895,Documentary,CONT000542,CONT000980,0.62,2023-11-05 22:17:06
SRCH00006322,USER002258,KDrama,CONT000089,CONT000089,0.97,2023-10-10 16:51:22
SRCH00006323,USER002493,IPL,CONT000861,CONT000586,0.44,2024-06-09 14:30:51
SRCH00006324,USER001676,Kids,CONT000982,CONT000052,0.20,2024-11-26 07:55:34
SRCH00006325,USER002266,Action Movies,CONT000304,CONT000304,0.88,2023-10-29 02:10:33
SRCH00006326,USER000426,Drama,CONT000335,CONT000335,0.30,2024-08-30 01:18:52
SRCH00006327,USER002180,Sci-Fi,CONT000886,CONT000078,0.74,2023-10-14 04:31:55
SRCH00006328,USER001884,Drama,CONT000766,CONT000796,0.34,2023-02-28 06:17:13
SRCH00006329,USER000197,Anime,CONT000543,CONT000002,0.43,2025-01-26 19:20:19
SRCH00006330,USER000891,Comedy,CONT000643,CONT000027,0.74,2025-10-29 12:04:33
SRCH00006331,USER001865,Kids,CONT000307,CONT000142,0.26,2024-10-13 20:04:25
SRCH00006332,USER000376,Action Movies,CONT000678,CONT000678,0.90,2023-07-08 09:05:53
SRCH00006333,USER002434,Marvel,CONT000071,CONT000436,0.72,2024-12-13 19:04:29
SRCH00006334,USER002353,Comedy,CONT000920,CONT000110,0.70,2024-04-29 17:15:53
SRCH00006335,USER002223,KDrama,CONT000461,CONT000158,0.09,2025-12-26 18:45:32
SRCH00006336,USER000444,Sci-Fi,CONT000172,CONT000720,0.59,2025-11-16 18:50:33
SRCH00006337,USER000674,Anime,CONT000817,CONT000817,0.93,2024-06-15 10:17:30
SRCH00006338,USER001754,Kids,CONT000256,CONT000052,0.20,2025-06-11 13:42:09
SRCH00006339,USER002352,Drama,CONT000311,CONT000311,0.51,2025-07-31 23:34:55
SRCH00006340,USER001138,KDrama,CONT000186,CONT000453,0.56,2023-04-24 13:51:01
SRCH00006341,USER000396,Kids,CONT000801,CONT000895,0.79,2025-08-06 10:57:59
SRCH00006342,USER002090,Drama,CONT000543,CONT000372,0.72,2024-07-24 00:36:26
SRCH00006343,USER000201,Sci-Fi,CONT000637,CONT000528,0.53,2026-04-13 17:51:12
SRCH00006344,USER001030,Action Movies,CONT000205,CONT000260,0.17,2023-03-12 08:41:57
SRCH00006345,USER000330,Drama,CONT000767,CONT000767,0.70,2025-12-04 11:43:50
SRCH00006346,USER001079,Documentary,CONT000873,CONT000491,0.02,2023-01-09 14:45:12
SRCH00006347,USER001509,KDrama,CONT000441,CONT000441,0.27,2025-05-12 12:13:24
SRCH00006348,USER000003,Kids,CONT000907,CONT000106,0.13,2025-10-11 05:59:38
SRCH00006349,USER002692,Kids,CONT000321,CONT000444,0.14,2023-05-24 00:23:39
SRCH00006350,USER001465,KDrama,CONT000803,CONT000803,0.83,2023-06-03 07:13:14
SRCH00006351,USER000537,Sci-Fi,CONT000855,CONT000019,0.08,2025-04-25 23:05:27
SRCH00006352,USER001559,Drama,CONT000176,CONT000456,0.74,2024-01-26 21:22:39
SRCH00006353,USER000330,IPL,CONT000874,CONT000347,0.42,2023-09-19 04:02:00
SRCH00006354,USER002895,Comedy,CONT000483,CONT000483,0.49,2023-10-13 18:57:26
SRCH00006355,USER001617,IPL,CONT000167,CONT000167,0.90,2024-12-29 13:17:14
SRCH00006356,USER002742,KDrama,CONT000434,CONT000434,0.18,2025-04-03 20:17:06
SRCH00006357,USER002255,Marvel,CONT000326,CONT000382,0.68,2024-10-29 09:06:08
SRCH00006358,USER002061,IPL,CONT000982,CONT000619,0.57,2023-10-26 22:25:04
SRCH00006359,USER001222,Comedy,CONT000645,CONT000452,0.10,2024-12-21 19:11:32
SRCH00006360,USER002197,Documentary,CONT000568,CONT000568,0.23,2025-11-15 15:15:53
SRCH00006361,USER002190,IPL,CONT000011,CONT000873,0.69,2026-03-26 01:21:02
SRCH00006362,USER000255,IPL,CONT000127,CONT000608,0.07,2023-10-31 12:44:21
SRCH00006363,USER001041,Marvel,CONT000053,CONT000053,0.89,2025-11-14 06:00:02
SRCH00006364,USER001210,Action Movies,CONT000297,CONT000550,0.91,2023-02-13 12:49:38
SRCH00006365,USER002398,Marvel,CONT000088,CONT000559,0.78,2025-07-17 08:15:21
SRCH00006366,USER000829,KDrama,CONT000797,CONT000797,0.03,2025-03-15 20:19:45
SRCH00006367,USER001026,Anime,CONT000754,CONT000176,0.64,2023-09-21 06:54:27
SRCH00006368,USER002228,Documentary,CONT000210,CONT000210,0.69,2025-11-19 17:04:31
SRCH00006369,USER000765,Sci-Fi,CONT000892,CONT000472,0.56,2024-10-26 04:49:52
SRCH00006370,USER000732,Drama,CONT000922,CONT000922,0.93,2024-06-02 06:34:33
SRCH00006371,USER002573,Documentary,CONT000509,CONT000509,0.98,2025-07-20 02:54:51
SRCH00006372,USER000019,Kids,CONT000986,CONT000003,0.32,2025-12-24 14:17:23
SRCH00006373,USER000622,KDrama,CONT000112,CONT000271,0.45,2024-01-10 19:31:05
SRCH00006374,USER002007,Documentary,CONT000359,CONT000856,0.52,2025-11-21 14:02:45
SRCH00006375,USER000392,Anime,CONT000681,CONT000712,0.07,2025-05-20 11:00:25
SRCH00006376,USER000390,Sci-Fi,CONT000784,CONT000862,0.27,2025-10-26 00:59:08
SRCH00006377,USER002165,Action Movies,CONT000141,CONT000953,0.59,2025-11-22 16:17:53
SRCH00006378,USER000717,KDrama,CONT000823,CONT000007,0.24,2023-08-15 15:03:53
SRCH00006379,USER002225,Comedy,CONT000121,CONT000093,0.05,2023-11-27 06:59:26
SRCH00006380,USER001684,Sci-Fi,CONT000354,CONT000260,0.29,2023-12-23 10:44:19
SRCH00006381,USER001841,Action Movies,CONT000417,CONT000704,0.40,2024-06-03 21:25:22
SRCH00006382,USER000965,Marvel,CONT000307,CONT000345,0.44,2025-02-21 04:24:11
SRCH00006383,USER000913,Sci-Fi,CONT000178,CONT000165,0.32,2023-01-20 20:30:38
SRCH00006384,USER000210,Comedy,CONT000634,CONT000432,0.39,2023-03-30 09:19:36
SRCH00006385,USER001784,KDrama,CONT000324,CONT000298,0.07,2024-07-12 22:03:40
SRCH00006386,USER000413,IPL,CONT000900,CONT000900,0.14,2023-10-26 23:44:17
SRCH00006387,USER000521,Action Movies,CONT000835,CONT000934,0.47,2023-11-28 00:21:07
SRCH00006388,USER002630,KDrama,CONT000026,CONT000026,0.96,2023-06-30 23:46:32
SRCH00006389,USER002150,KDrama,CONT000512,CONT000512,0.88,2023-11-30 13:12:53
SRCH00006390,USER002143,Anime,CONT000250,CONT000594,0.26,2024-09-05 05:59:34
SRCH00006391,USER000388,KDrama,CONT000159,CONT000019,0.21,2025-12-31 16:38:23
SRCH00006392,USER000659,Sci-Fi,CONT000186,CONT000357,0.61,2024-11-15 10:30:43
SRCH00006393,USER000845,Comedy,CONT000326,CONT000092,0.36,2023-08-31 03:14:17
SRCH00006394,USER002312,Anime,CONT000924,CONT000375,0.49,2026-01-10 17:49:59
SRCH00006395,USER000005,Action Movies,CONT000998,CONT000647,0.73,2024-10-06 12:17:39
SRCH00006396,USER000066,KDrama,CONT000739,CONT000440,0.47,2026-04-05 18:37:35
SRCH00006397,USER002919,IPL,CONT000172,CONT000172,0.75,2024-01-10 00:58:55
SRCH00006398,USER000930,Documentary,CONT000283,CONT000454,0.93,2025-08-30 10:16:28
SRCH00006399,USER002244,IPL,CONT000298,CONT000434,0.24,2025-02-18 01:13:23
SRCH00006400,USER002999,Sci-Fi,CONT000080,CONT000080,0.72,2023-10-15 15:54:28
SRCH00006401,USER002082,Sci-Fi,CONT000499,CONT000142,0.54,2023-04-12 23:10:10
SRCH00006402,USER001211,Sci-Fi,CONT000832,CONT000376,0.08,2023-04-25 21:20:49
SRCH00006403,USER000864,KDrama,CONT000809,CONT000967,0.53,2026-05-31 10:59:50
SRCH00006404,USER002517,KDrama,CONT000828,CONT000565,0.04,2023-04-20 15:40:19
SRCH00006405,USER000308,Anime,CONT000801,CONT000702,0.51,2024-06-27 09:50:51
SRCH00006406,USER002143,Documentary,CONT000069,CONT000375,0.21,2025-03-31 17:02:40
SRCH00006407,USER000485,Marvel,CONT000496,CONT000774,0.32,2023-04-19 10:21:26
SRCH00006408,USER001109,Comedy,CONT000657,CONT000407,0.50,2023-04-09 16:51:05
SRCH00006409,USER001216,Comedy,CONT000389,CONT000389,0.53,2025-12-10 17:13:04
SRCH00006410,USER001776,Action Movies,CONT000092,CONT000783,0.22,2024-11-08 19:29:03
SRCH00006411,USER002201,Drama,CONT000660,CONT000708,0.45,2025-01-17 04:04:43
SRCH00006412,USER001960,IPL,CONT000202,CONT000326,0.20,2025-08-31 16:39:31
SRCH00006413,USER001027,KDrama,CONT000598,CONT000598,0.31,2024-01-01 19:42:52
SRCH00006414,USER002342,Kids,CONT000508,CONT000833,0.42,2023-11-20 06:06:27
SRCH00006415,USER001077,Kids,CONT000028,CONT000578,0.54,2025-09-26 01:29:14
SRCH00006416,USER000892,IPL,CONT000386,CONT000965,0.11,2023-05-28 05:58:29
SRCH00006417,USER002217,Documentary,CONT000983,CONT000818,0.68,2023-08-30 21:30:58
SRCH00006418,USER002984,Marvel,CONT000970,CONT000445,0.16,2026-05-19 06:49:04
SRCH00006419,USER001177,Action Movies,CONT000100,CONT000100,0.22,2023-07-10 06:39:01
SRCH00006420,USER002289,KDrama,CONT000322,CONT000758,0.38,2024-05-31 10:18:16
SRCH00006421,USER001639,Sci-Fi,CONT000218,CONT000112,0.50,2025-02-06 05:15:46
SRCH00006422,USER002416,Marvel,CONT000830,CONT000692,0.60,2023-09-19 20:58:54
SRCH00006423,USER000477,Anime,CONT000935,CONT000608,0.14,2023-09-25 03:37:43
SRCH00006424,USER000169,Sci-Fi,CONT000082,CONT000231,0.16,2024-06-28 05:49:42
SRCH00006425,USER000511,Marvel,CONT000054,CONT000918,0.45,2024-03-10 07:14:26
SRCH00006426,USER000535,Comedy,CONT000928,CONT000928,0.93,2026-03-14 01:42:44
SRCH00006427,USER001317,Sci-Fi,CONT000784,CONT000400,0.47,2026-06-29 21:07:42
SRCH00006428,USER000475,Action Movies,CONT000476,CONT000450,0.36,2023-10-31 07:51:55
SRCH00006429,USER002094,Anime,CONT000693,CONT000700,0.34,2025-11-11 13:58:45
SRCH00006430,USER001388,Marvel,CONT000446,CONT000446,0.67,2023-10-20 21:58:22
SRCH00006431,USER001240,Kids,CONT000621,CONT000621,0.90,2025-07-13 21:07:47
SRCH00006432,USER002105,Marvel,CONT000527,CONT000527,0.87,2023-12-29 21:08:28
SRCH00006433,USER002774,KDrama,CONT000576,CONT000576,0.56,2023-06-14 05:28:28
SRCH00006434,USER002802,Marvel,CONT000306,CONT000121,0.59,2025-01-12 16:12:10
SRCH00006435,USER001256,Documentary,CONT000898,CONT000619,0.13,2023-12-16 21:30:02
SRCH00006436,USER000536,IPL,CONT000961,CONT000012,0.48,2025-04-22 03:31:18
SRCH00006437,USER001642,Sci-Fi,CONT000844,CONT000844,0.23,2023-10-31 21:53:12
SRCH00006438,USER000860,Sci-Fi,CONT000701,CONT000346,0.08,2024-08-04 20:04:33
SRCH00006439,USER001252,Action Movies,CONT000344,CONT000140,0.40,2023-07-06 00:59:50
SRCH00006440,USER000976,Comedy,CONT000278,CONT000536,0.22,2023-12-23 17:58:17
SRCH00006441,USER001802,KDrama,CONT000527,CONT000966,0.02,2024-06-13 08:59:23
SRCH00006442,USER001590,KDrama,CONT000599,CONT000199,0.18,2025-11-18 09:12:34
SRCH00006443,USER001318,Comedy,CONT000629,CONT000300,0.60,2024-09-17 20:29:18
SRCH00006444,USER001410,Marvel,CONT000213,CONT000144,0.40,2024-05-30 13:00:15
SRCH00006445,USER000365,Kids,CONT000603,CONT000160,0.91,2023-01-24 18:20:45
SRCH00006446,USER002497,Drama,CONT000449,CONT000449,0.32,2024-06-05 01:35:50
SRCH00006447,USER000432,KDrama,CONT000617,CONT000953,0.11,2024-07-25 17:03:58
SRCH00006448,USER001132,Marvel,CONT000502,CONT000502,0.77,2025-11-21 15:56:49
SRCH00006449,USER000719,Documentary,CONT000905,CONT000371,0.23,2025-06-13 06:00:08
SRCH00006450,USER002380,Marvel,CONT000789,CONT000671,0.63,2023-08-08 11:21:57
SRCH00006451,USER000537,Marvel,CONT000441,CONT000552,0.08,2023-02-14 13:30:37
SRCH00006452,USER002608,Comedy,CONT000154,CONT000369,0.32,2026-01-15 19:27:31
SRCH00006453,USER000334,Action Movies,CONT000490,CONT000490,0.54,2023-04-28 23:13:21
SRCH00006454,USER000355,Action Movies,CONT000509,CONT000509,0.97,2025-05-11 01:04:45
SRCH00006455,USER000024,Anime,CONT000125,CONT000125,0.54,2023-06-18 08:14:32
SRCH00006456,USER001325,Marvel,CONT000498,CONT000498,0.05,2024-03-31 22:52:09
SRCH00006457,USER002536,Anime,CONT000997,CONT000997,0.92,2024-04-18 06:34:00
SRCH00006458,USER002896,Kids,CONT000997,CONT000997,0.42,2025-04-12 00:33:59
SRCH00006459,USER001352,Sci-Fi,CONT000937,CONT000579,0.39,2025-02-19 11:12:48
SRCH00006460,USER002470,Anime,CONT000097,CONT000092,0.37,2026-06-04 18:19:54
SRCH00006461,USER000033,Marvel,CONT000308,CONT000634,0.51,2026-04-23 14:51:27
SRCH00006462,USER000653,IPL,CONT000509,CONT000120,0.37,2025-06-12 02:41:15
SRCH00006463,USER002633,Anime,CONT000521,CONT000521,0.85,2023-10-26 13:18:29
SRCH00006464,USER002515,Marvel,CONT000211,CONT000840,0.37,2026-03-27 05:12:32
SRCH00006465,USER000413,IPL,CONT000738,CONT000738,0.48,2024-10-02 11:39:21
SRCH00006466,USER000322,Drama,CONT000834,CONT000613,0.56,2023-02-26 21:24:36
SRCH00006467,USER002763,Action Movies,CONT000254,CONT000578,0.00,2023-08-15 21:20:18
SRCH00006468,USER001193,KDrama,CONT000933,CONT000936,0.73,2023-04-15 22:08:46
SRCH00006469,USER001849,Marvel,CONT000588,CONT000588,0.07,2025-02-16 05:15:08
SRCH00006470,USER000524,Anime,CONT000488,CONT000488,0.56,2024-11-22 03:26:59
SRCH00006471,USER000248,Drama,CONT000144,CONT000144,0.90,2024-07-20 16:43:09
SRCH00006472,USER002458,Drama,CONT000024,CONT000390,0.65,2025-09-30 21:47:51
SRCH00006473,USER001870,Anime,CONT000095,CONT000095,0.54,2026-04-19 04:11:37
SRCH00006474,USER002746,IPL,CONT000303,CONT000303,0.70,2023-12-30 18:00:26
SRCH00006475,USER000304,Sci-Fi,CONT000584,CONT000584,0.27,2024-12-03 15:41:35
SRCH00006476,USER000750,Sci-Fi,CONT000072,CONT000623,0.25,2025-10-16 04:02:03
SRCH00006477,USER002218,Kids,CONT000998,CONT000469,0.51,2024-06-07 03:58:52
SRCH00006478,USER001644,KDrama,CONT000521,CONT000158,0.08,2023-08-31 00:16:18
SRCH00006479,USER001550,Documentary,CONT000017,CONT000810,0.69,2023-10-22 07:48:25
SRCH00006480,USER002240,Sci-Fi,CONT000855,CONT000746,0.36,2024-04-13 07:17:40
SRCH00006481,USER001516,IPL,CONT000093,CONT000093,0.89,2024-05-24 12:14:44
SRCH00006482,USER000260,Drama,CONT000385,CONT000385,0.92,2025-10-25 16:08:46
SRCH00006483,USER001765,Comedy,CONT000345,CONT000206,0.78,2024-01-01 21:24:26
SRCH00006484,USER000658,Drama,CONT000635,CONT000553,0.19,2023-12-07 07:16:31
SRCH00006485,USER002000,Marvel,CONT000705,CONT000583,0.61,2024-05-18 05:26:36
SRCH00006486,USER002308,Marvel,CONT000033,CONT000117,0.41,2023-08-28 13:39:38
SRCH00006487,USER000962,Sci-Fi,CONT000475,CONT000703,0.31,2023-04-05 18:39:49
SRCH00006488,USER000732,Comedy,CONT000116,CONT000818,0.66,2025-10-05 07:18:24
SRCH00006489,USER002328,Documentary,CONT000428,CONT000428,0.99,2026-03-17 14:56:56
SRCH00006490,USER002688,KDrama,CONT000856,CONT000856,0.03,2024-05-29 19:26:32
SRCH00006491,USER001716,Anime,CONT000611,CONT000611,0.87,2023-03-06 07:30:16
SRCH00006492,USER000067,Sci-Fi,CONT000514,CONT000503,0.47,2025-09-23 16:08:54
SRCH00006493,USER000557,Kids,CONT000897,CONT000929,0.69,2024-03-09 15:36:24
SRCH00006494,USER002851,Marvel,CONT000380,CONT000250,0.41,2025-03-20 02:52:59
SRCH00006495,USER001652,Action Movies,CONT000139,CONT000656,0.39,2024-01-27 01:44:33
SRCH00006496,USER002504,Kids,CONT000053,CONT000723,0.30,2025-07-05 15:50:12
SRCH00006497,USER000286,Comedy,CONT000478,CONT000957,0.61,2024-04-26 03:32:55
SRCH00006498,USER000686,IPL,CONT000545,CONT000504,0.48,2025-10-04 06:23:21
SRCH00006499,USER002215,Sci-Fi,CONT000855,CONT000301,0.45,2023-06-08 03:15:17
SRCH00006500,USER002018,Kids,CONT000107,CONT000599,0.69,2026-05-09 03:53:20
SRCH00006501,USER000591,Marvel,CONT000614,CONT000850,0.20,2025-04-18 20:18:43
SRCH00006502,USER001492,Action Movies,CONT000494,CONT000765,0.44,2026-04-25 11:52:32
SRCH00006503,USER001112,Sci-Fi,CONT000077,CONT000077,0.93,2023-05-01 09:49:21
SRCH00006504,USER001257,Anime,CONT000483,CONT000263,0.64,2023-10-20 00:26:40
SRCH00006505,USER000716,KDrama,CONT000432,CONT000126,0.69,2024-03-31 05:37:27
SRCH00006506,USER000507,Drama,CONT000948,CONT000020,0.80,2024-04-30 21:34:32
SRCH00006507,USER000883,Marvel,CONT000433,CONT000788,0.30,2026-02-12 07:43:21
SRCH00006508,USER001731,IPL,CONT000685,CONT000096,0.64,2024-12-12 06:21:13
SRCH00006509,USER000334,Comedy,CONT000227,CONT000748,0.03,2023-10-16 10:11:49
SRCH00006510,USER000908,Sci-Fi,CONT000632,CONT000699,0.67,2023-02-16 20:25:16
SRCH00006511,USER000441,Documentary,CONT000901,CONT000901,0.57,2026-01-14 03:16:25
SRCH00006512,USER002425,Anime,CONT000691,CONT000691,0.65,2024-12-10 05:41:57
SRCH00006513,USER000237,Comedy,CONT000405,CONT000818,0.67,2023-04-23 23:04:35
SRCH00006514,USER001922,Kids,CONT000512,CONT000938,0.31,2024-03-12 16:37:26
SRCH00006515,USER001470,Drama,CONT000876,CONT000321,0.12,2025-06-15 19:07:33
SRCH00006516,USER001397,Documentary,CONT000123,CONT000094,0.35,2025-07-05 08:20:28
SRCH00006517,USER002402,KDrama,CONT000410,CONT000298,0.41,2023-08-17 23:19:12
SRCH00006518,USER000896,Documentary,CONT000416,CONT000416,0.87,2025-06-22 14:32:23
SRCH00006519,USER002302,Action Movies,CONT000437,CONT000115,0.75,2023-10-09 04:36:02
SRCH00006520,USER002776,Marvel,CONT000092,CONT000092,0.84,2024-03-14 13:37:02
SRCH00006521,USER002952,Documentary,CONT000767,CONT000767,0.96,2023-10-04 22:28:52
SRCH00006522,USER000425,Sci-Fi,CONT000156,CONT000553,0.06,2023-10-06 10:10:50
SRCH00006523,USER002095,Sci-Fi,CONT000349,CONT000507,0.76,2025-05-03 16:33:18
SRCH00006524,USER002061,IPL,CONT000748,CONT000748,0.23,2026-01-02 16:35:33
SRCH00006525,USER000504,Sci-Fi,CONT000611,CONT000065,0.18,2025-01-31 15:02:14
SRCH00006526,USER002702,Kids,CONT000325,CONT000506,0.20,2026-05-30 20:06:28
SRCH00006527,USER001306,Comedy,CONT000286,CONT000286,0.79,2025-03-29 12:25:47
SRCH00006528,USER001713,Marvel,CONT000366,CONT000825,0.21,2025-02-13 08:22:55
SRCH00006529,USER000735,IPL,CONT000181,CONT000181,0.63,2024-12-15 01:03:50
SRCH00006530,USER001266,Marvel,CONT000126,CONT000052,0.12,2023-03-23 03:26:33
SRCH00006531,USER002838,Marvel,CONT000255,CONT000472,0.29,2024-02-21 02:47:15
SRCH00006532,USER002307,Sci-Fi,CONT000763,CONT000909,0.60,2023-02-25 03:49:58
SRCH00006533,USER001359,Sci-Fi,CONT000150,CONT000006,0.09,2025-07-16 22:27:26
SRCH00006534,USER001569,Drama,CONT000134,CONT000134,0.83,2026-04-25 17:41:20
SRCH00006535,USER001730,Drama,CONT000814,CONT000519,0.38,2026-02-15 14:10:06
SRCH00006536,USER002426,Drama,CONT000793,CONT000793,0.78,2024-10-06 01:40:56
SRCH00006537,USER001082,Anime,CONT000078,CONT000078,0.94,2023-12-05 11:57:05
SRCH00006538,USER002606,Anime,CONT000560,CONT000735,0.42,2026-03-14 10:44:32
